5,32430440878463
13,597686758307
3,06869846876672
5,27756258028908
4,86910968701355
3,36225465735693
2,24611695328573
1,9379085401078
-0,331424711275901
5,04071293928223
-1,09864867364287
-66,952534209745
14,1784305244921
18,9561866402553
7,91639720632287
6,80130612518089
3,71856633029928
6,01896909694355
-0,262880769112791
1,61683975861512
1,4460891233858
7,91873565566911
0,926853385840993
-37,3753980296766
16,6507561118776
7,32583178872228
4,5177471741539
11,9795841454236
3,04450084745134
3,66526720996348
-1,54221400184829
4,0166645190342
2,7581613180619
0,682490490781523
-0,0516971205359202
-80,4440193188557
6,44245413826389
2,93534907102639
-0,951450973096571
2,51566711641535
-1,51857409066153
1,64627241068696
-2,33341816925739
1,6656010556107
-2,81241210816848
1,69791010761769
-3,48942476005753
-51,698089267173
14,2831283799696
8,02401713626976
-2,70255511490305
0,649130336732433
-2,2120658209455
1,53213919018951
-0,664731584982699
-0,547021613276854
0,649646172173505
1,03717977478108
-2,67560078006787
-52,1085275125315
7,7907791620867
5,64480689493938
1,81253013144152
4,18956982876437
-4,94689286144954
1,44474571902835
1,78364949783827
-0,840919360694611
5,95723251431586
2,81909287097082
-0,203031612857319
-12,9040719277153
13,3724082369875
5,64652398291603
3,40173277728349
5,97955120561608
3,35878976307739
3,71384955753915
2,80887334503651
1,91080767833819
2,97311393433965
2,76417393586667
2,22906866565781
-19,9258925182121
16,8907946666283
10,8580312985888
2,80220468775938
6,68988929971114
3,94816950127933
3,33244903524546
1,10516564950952
4,17360068884234
1,93270939977225
4,15829711708937
3,60275861273662
-24,8420337410362
13,14376781501
6,02574565764855
4,72758529220561
4,71984577440714
-0,139166739302313
2,93328059903153
0,868114489653044
2,92313578694009
-0,387142665870028
2,29569215902754
2,18236563871196
-31,7049840260787
10,6194687201989
2,13741719865172
0,811908845286901
1,36886194178357
4,25963106232016
7,90531123027991
-1,28803949559997
5,49106287518734
3,38480235110026
6,09811611834062
0,956365346383692
-20,2485119249404
13,5250396312953
5,38484031877261
4,31011902904883
3,74312442957234
4,17870515831336
5,18807859900573
0,785178178141265
3,02821698177251
-0,928180666356698
0,449626342618713
0,259523630345836
-9,63314193951006
14,5754007743794
5,91433517564043
4,79801381312335
3,969139743183
2,2578288453971
3,15289489227766
-2,92016970729631
3,02792130288108
1,04231139602899
3,79327560794252
-0,695161114758722
-37,3857020711317
10,8910901567543
3,26228122127731
4,15140026290061
2,28508906055909
-0,982613638030228
2,64622431791064
-1,10104596198602
2,05129247797727
0,312136999476454
-0,0575764818991075
-1,45922411430628
-32,9368995045805
17,6032950075142
13,0944366564937
7,74407544494983
7,64390378992292
5,74719046716771
4,4813198229162
2,91849640522517
1,9090788039299
-0,651479124978449
2,04967794752064
0,124113454149883
-37,8190853097622
12,0360189479007
5,35632602939365
8,02963920352795
7,25084695553308
5,69064034823313
2,71186975079585
-2,63562597209083
1,18803093864276
0,171112438368337
0,862400901834564
0,811112525414804
-15,4732450669398
16,6465637374949
4,02326672139
3,20376826070797
5,5085576087914
5,04560506393115
2,31425052597923
-1,99360516927807
4,53876309337545
2,08033267385335
2,90272502308881
0,736968846518104
-16,8224192512554
13,3701894041066
6,34899447423914
4,05132435404067
1,81266344581297
-0,634508245047293
0,181208916242274
1,40237512058928
3,68654152600183
1,1288875318348
-1,13340025815746
-1,06559758313559
-29,9704318442473
17,3624306479844
8,72442932681398
3,45766881152602
3,21472830186695
5,4729702495636
4,37973179149417
1,78283060094883
5,10826276841033
1,13465998107998
-3,00441972925206
0,214362048483876
-37,4006667205573
13,7032039250288
4,7608167303125
1,73750369986247
6,8470916059825
8,04487855073387
7,07358520934488
0,325655078527662
3,91783669000324
0,620533250726768
1,7218119337369
3,29548209421337
-58,2072498508202
22,874495914239
5,81368933349782
8,13231414921226
8,79390418567408
4,38060377749424
7,25846658471018
1,70796614462563
5,48393799495831
0,894430741209032
5,09833432853269
1,50699483766615
-72,8893280392627
25,4405521995752
15,5888206328011
5,66888581941734
7,93149659356815
2,84362815150795
6,3303105281399
1,74189683002293
5,58405068265644
1,08427170027298
5,16510063028554
0,791283772274155
-65,5491551317856
15,2071197782687
19,7584952372951
6,05610784650698
5,66801764167586
6,00369580259022
6,36273222280977
2,15590706990533
4,84095517633462
1,92591616059955
4,41067845472605
1,34231955981735
-65,662106684705
21,0906820250449
15,5500900564235
5,64763272710688
7,04789157924383
4,19438688110356
5,87338054759209
2,16169774002639
5,25282974610035
1,3725239927385
4,91252709197137
1,02577415492706
-69,3628877778421
26,0413001281393
12,5440640494857
6,13691567761193
7,84173032697002
2,78460515585701
6,34022843471444
1,71281521888759
5,63865873890783
0,924502141272677
5,34084254450726
0,718665497378636
-73,928297846292
22,753768300119
17,389274786709
6,66766756883677
8,03131139204911
3,03661960771117
6,21218821581766
1,89741159690903
5,54754803693685
1,1924529938572
5,1287588082155
0,913803799234127
-67,0383936839481
20,9817424454625
13,6424248877828
7,80017524858162
8,68836283682331
3,43129356954324
6,19603929378139
2,00055401611428
5,42251607428388
1,22175883505413
4,84398001002225
0,850042623423333
-63,8393301899901
19,6078055930193
13,6176808753431
8,78636155919224
7,71741899180085
3,36365868708488
5,97100513044162
1,97373175451226
5,37449530031041
1,2952708121773
4,95504706137806
1,06933707222206
-69,3678314977156
26,4186644024864
12,1551316830233
6,18668668573089
8,08192327905086
2,79871571540411
6,46477963545163
1,67864398253509
5,83506748007135
0,776175827501261
5,12250031172197
0,562141102373294
-57,8378214022623
25,2629119424303
-0,877956844655159
6,01927223209222
11,7511354705765
3,08201829670533
9,49754349390174
2,06250703102633
6,84695752150106
0,939300239177128
5,40747711479857
0,493888441915386
-52,9882561720676
19,2454604714712
15,7269159116691
3,03718551567727
3,60606574400921
5,95843420835213
5,50737122288894
1,70491449713121
5,01394120877537
1,97640721985606
4,3299472853988
1,22406358606585
-61,5480141711284
25,792570840466
14,7740432752065
2,74678990091456
8,18574626442053
0,977780942869977
4,64055777842924
2,19586286418269
4,66142466345067
1,16482262587732
4,5777322737389
0,908785665026373
-58,6815949855941
28,4956031719358
11,3113604448243
5,73215451840831
6,79780255634279
2,77038142859012
5,90135097056492
1,80057704478412
5,43216631542944
1,31993790847007
5,15176485032802
1,16461488318079
-52,2842694049992
26,5540776394977
11,0668984695429
6,35889493671586
6,4607602769576
2,45222727622258
5,73590125496308
2,00733035742128
4,94038693518659
1,39749522567494
4,92090248302037
1,99226158532155
-51,9911066967575
26,123347355954
11,6039411347022
5,74102854486914
7,00895945658978
1,99741764498936
5,98922700598448
1,35041734939173
5,6034550274566
0,950275817950518
5,71005850619306
0,781603029783931
-43,216176707697
27,0209495407129
7,15039841418404
4,96490792404223
6,37900001859628
2,1079986850569
5,93485552108709
1,31718361534844
5,61123806452165
1,15109324120343
5,76019444352751
1,12192094904572
-42,5194976182107
26,490918889774
10,5055031123086
6,78749866246997
6,24383982526706
4,3878370552232
2,33269415090173
0,63792208559668
5,00998504885049
0,900491438656324
4,369468607874
1,38663366259903
-36,3477593535902
26,6329417242156
10,864791450437
6,96472431815359
3,72898215945581
2,06535744807056
5,37719117980495
2,13848704839402
2,01911796772048
-1,18735129922978
3,64454292773139
0,26013351003105
-35,0925057147118
26,1093178888862
10,9641340762825
5,27258740088304
7,28188762771219
3,19864162754809
2,89188814638567
1,80222003853846
0,0897199501796575
-0,811039467170066
4,44553883731324
-0,0953960520838297
-36,3457757434324
25,7020705860846
11,5488528131429
4,26212944734121
4,81108534250011
3,39596381048575
1,9490301577246
1,8304676957375
4,56700043333979
3,23318710661725
2,38019131409653
-1,54894270324507
-41,371605953074
25,2936736611769
11,2829171111839
5,26823577002071
7,2970699768132
2,48799676263362
4,85496854492564
0,302515320506881
3,78972820623357
1,72860080890443
6,24597654686843
-1,13048571843893
-40,6364429137704
23,4442085014041
8,949964601788
6,12638576952982
5,92142501593733
3,15744093615801
5,57541980839935
0,921420992813037
4,75273527156612
2,14769193199035
5,14242737617008
1,54904491892344
-51,943695018235
26,8419405628409
9,04360684527103
6,56975555126826
7,58985601695594
3,57322638280168
5,50230976706445
3,2846361816086
4,64833445502292
3,96932524072634
2,55948807109381
-3,08570038573509
-48,0430985676614
27,3609924683039
4,66416277752511
4,82272341034563
10,0777760948325
3,2512731988041
5,94035870287417
2,14833220552281
5,53472168893866
1,78332657675503
4,75625146709107
2,1797473106601
-51,5479841011043
24,0606358335059
2,09202716710045
9,52482566672898
9,11759374670199
3,21961497412326
6,83509409532536
1,2034562915291
5,29214847381148
1,27837313982662
4,66617824578547
0,744925181892381
-183,849982969275
18,3938841941733
1,65896849054189
4,06127865332622
8,58164782128346
-1,55248997510744
6,53764158048979
-3,79880193575
5,24497541939862
-4,23197509666582
4,90753164799463
-4,09434003607686
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
